"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"2386","Male",31,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2387","Female",54,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2388","Male",69,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2389","Male",39,"associate/junior college",1,"Below average","Not satisfied","Pretty happy"
"2390","Male",59,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"2391","Female",66,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2392","Female",51,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2393","Female",59,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"2394","Female",81,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2395","Male",29,"Hight school",12,"Average","Not satisfied","Not too happy"
"2396","Female",72,"Hight school",10,"Below average","Pretty satisfied","Pretty happy"
"2397","Female",50,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2398","Male",35,"Hight school",11,"Far above average","Not satisfied","Not too happy"
"2399","Male",61,"Hight school",12,"Far below average","More of less satisfied","Not too happy"
"2400","Female",69,"associate/junior college",10,"Far below average","Not satisfied","Not too happy"
"2401","Female",47,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2402","Female",46,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2403","Male",74,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2404","Male",63,"Bachelors",5,"Far below average","Not satisfied","Pretty happy"
"2405","Female",34,"associate/junior college",12,"Average","More of less satisfied","Not too happy"
"2406","Male",30,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"2407","Female",58,"Less than high school",8,"Below average","Not satisfied","Pretty happy"
"2408","Male",52,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2409","Female",51,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2410","Female",64,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2411","Female",47,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2412","Male",43,"Bachelors",12,"Far above average","Pretty satisfied","Pretty happy"
"2413","Female",44,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2414","Male",72,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2415","Male",56,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2416","Male",67,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2417","Female",39,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2418","Male",70,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2419","Male",39,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2420","Female",43,"associate/junior college",9,"Below average","More of less satisfied","Pretty happy"
"2421","Female",57,"Hight school",1,"Below average","Pretty satisfied","Very happy"
"2422","Female",69,"Hight school",11,"Below average","More of less satisfied","Very happy"
"2423","Male",63,"associate/junior college",12,"Above average","Pretty satisfied","Very happy"
"2424","Male",30,"Hight school",12,"Average","More of less satisfied","Very happy"
"2425","Female",46,"Hight school",12,"Average","More of less satisfied","Very happy"
"2426","Female",59,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"2427","Female",35,"Graduate",1,"Average","More of less satisfied","Pretty happy"
"2428","Female",61,"Hight school",2,"Far below average","Not satisfied","Not too happy"
"2429","Female",82,"Bachelors",10,"Below average","More of less satisfied","Pretty happy"
"2430","Male",50,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"2431","Female",47,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2432","Female",60,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2433","Male",28,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"2434","Female",30,"Graduate",12,"Average","Pretty satisfied","Very happy"
"2435","Male",33,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2436","Male",68,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"2437","Female",42,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2438","Male",63,"Hight school",8,"Far below average","More of less satisfied","Pretty happy"
"2439","Female",37,"Hight school",10,"Below average","Not satisfied","Very happy"
"2440","Female",61,"Hight school",12,"Average","Pretty satisfied","Very happy"
"2441","Female",30,"associate/junior college",7,"Far below average","Not satisfied","Very happy"
"2442","Male",77,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"2443","Female",35,"Less than high school",2,"Far above average","Not satisfied","Pretty happy"
"2444","Female",44,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2445","Female",30,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"2446","Female",70,"Hight school",10,"Average","More of less satisfied","Not too happy"
"2447","Female",78,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"2448","Male",29,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2449","Female",27,"Hight school",10,"Below average","Not satisfied","Pretty happy"
"2450","Male",45,"Bachelors",12,"Above average","Not satisfied","Pretty happy"
"2451","Male",24,"Bachelors",9,"Above average","More of less satisfied","Very happy"
"2452","Male",44,"Hight school",1,"Far below average","Not satisfied","Pretty happy"
"2453","Female",75,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2454","Male",59,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2455","Female",71,"Hight school",9,"Far below average","More of less satisfied","Pretty happy"
"2456","Female",55,"Less than high school",9,"Far below average","Not satisfied","Pretty happy"
"2457","Female",29,"Hight school",10,"Below average","More of less satisfied","Very happy"
"2458","Male",43,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2459","Female",42,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"2460","Female",67,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"2461","Male",54,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2462","Female",44,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2463","Male",29,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2464","Female",67,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2465","Female",74,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2466","Female",23,"Less than high school",1,"Average","Not satisfied","Very happy"
"2467","Male",22,"Hight school",10,"Average","More of less satisfied","Pretty happy"
"2468","Male",38,"Hight school",12,"Average","More of less satisfied","Very happy"
"2469","Female",35,"Hight school",12,"Average","Not satisfied","Not too happy"
"2470","Female",40,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"2471","Female",79,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2472","Female",43,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2473","Male",84,"Hight school",12,"Far above average","Pretty satisfied","Very happy"
"2474","Female",41,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2475","Female",42,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"2476","Male",37,"Hight school",12,"Average","More of less satisfied","Very happy"
"2477","Male",85,"Hight school",12,"Average","Pretty satisfied","Very happy"
"2478","Female",56,"Hight school",12,"Above average","Pretty satisfied","Very happy"
"2479","Female",68,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2480","Female",51,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2481","Female",55,"Graduate",12,"Average","Not satisfied","Pretty happy"
"2482","Female",41,"associate/junior college",12,"Below average","More of less satisfied","Pretty happy"
"2483","Female",63,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2484","Male",40,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2485","Male",24,"Bachelors",10,"Below average","Pretty satisfied","Pretty happy"
"2486","Male",57,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2487","Male",44,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2488","Male",45,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2489","Male",53,"associate/junior college",12,"Average","More of less satisfied","Not too happy"
"2490","Female",23,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2491","Female",38,"Less than high school",1,"Far below average","Not satisfied","Pretty happy"
"2492","Female",59,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2493","Male",52,"Bachelors",12,"Above average","Not satisfied","Pretty happy"
"2494","Female",26,"Graduate",6,"Average","More of less satisfied","Pretty happy"
"2495","Female",57,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2496","Male",74,"Bachelors",10,"Below average","More of less satisfied","Not too happy"
"2497","Female",50,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2498","Female",82,"Hight school",9,"Below average","More of less satisfied","Pretty happy"
"2499","Male",78,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2500","Male",38,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"2501","Female",64,"associate/junior college",9,"Above average","Pretty satisfied","Very happy"
"2502","Female",49,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2503","Male",78,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2504","Female",85,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"2505","Male",65,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2506","Female",66,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2507","Male",36,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2508","Female",53,"Bachelors",9,"Below average","Pretty satisfied","Pretty happy"
"2509","Female",44,"Bachelors",11,"Average","More of less satisfied","Pretty happy"
"2510","Female",44,"Graduate",12,"Below average","Pretty satisfied","Pretty happy"
"2511","Male",39,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"2512","Male",55,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2513","Male",64,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"2514","Female",71,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2515","Male",68,"Hight school",12,"Average","More of less satisfied","Very happy"
"2516","Female",79,"Hight school",11,"Below average","Pretty satisfied","Pretty happy"
"2517","Male",56,"Bachelors",12,"Above average","Not satisfied","Not too happy"
"2518","Female",25,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2519","Male",57,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2520","Male",50,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2521","Female",67,"Hight school",12,"Average","More of less satisfied","Very happy"
"2522","Female",65,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2523","Female",69,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2524","Female",46,"Bachelors",10,"Below average","Not satisfied","Pretty happy"
"2525","Male",42,"Hight school",7,"Far below average","Not satisfied","Very happy"
"2526","Female",83,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2527","Male",75,"associate/junior college",12,"Below average","Not satisfied","Very happy"
"2528","Female",58,"Hight school",10,"Below average","Not satisfied","Pretty happy"
"2529","Male",59,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2530","Male",69,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"2531","Male",31,"Bachelors",12,"Below average","Pretty satisfied","Very happy"
"2532","Female",56,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2533","Male",85,"associate/junior college",12,"Far below average","Not satisfied","Pretty happy"
"2534","Male",60,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"2535","Male",62,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2536","Female",26,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2537","Female",47,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2538","Female",69,"Bachelors",12,"Average","Not satisfied","Not too happy"
"2539","Female",41,"associate/junior college",12,"Average","Pretty satisfied","Not too happy"
"2540","Female",32,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"2541","Male",27,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2542","Female",78,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"2543","Male",59,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2544","Male",58,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2545","Female",52,"Hight school",1,"Far above average","Not satisfied","Not too happy"
"2546","Female",67,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2547","Male",19,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2548","Male",55,"Less than high school",9,"Below average","Pretty satisfied","Pretty happy"
"2549","Female",30,"Bachelors",12,"Below average","Not satisfied","Not too happy"
"2550","Female",77,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2551","Female",65,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2552","Male",69,"Bachelors",11,"Far below average","Pretty satisfied","Pretty happy"
"2553","Male",52,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"2554","Female",89,"Graduate",12,"Below average","Pretty satisfied","Pretty happy"
"2555","Male",25,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2556","Male",64,"Hight school",12,"Above average","Pretty satisfied","Not too happy"
"2557","Male",65,"Graduate",11,"Average","Not satisfied","Pretty happy"
"2558","Male",75,"Less than high school",12,"Average","More of less satisfied","Not too happy"
"2559","Male",70,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2560","Male",61,"associate/junior college",9,"Far below average","Not satisfied","Not too happy"
"2561","Female",49,"Hight school",9,"Far below average","Not satisfied","Pretty happy"
"2562","Female",43,"Hight school",8,"Average","Not satisfied","Very happy"
"2563","Female",39,"Hight school",12,"Above average","Not satisfied","Pretty happy"
"2564","Male",71,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2565","Female",84,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2566","Female",80,"Less than high school",12,"Below average","More of less satisfied","Not too happy"
"2567","Female",62,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2568","Female",72,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2569","Female",67,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2570","Male",81,"Hight school",12,"Above average","Pretty satisfied","Very happy"
"2571","Female",69,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2572","Female",63,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2573","Female",62,"Bachelors",2,"Average","Pretty satisfied","Pretty happy"
"2574","Female",37,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2575","Male",68,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2576","Male",76,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2577","Female",24,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2578","Female",70,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2579","Female",74,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2580","Male",33,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"2581","Female",59,"Graduate",12,"Average","Not satisfied","Very happy"
"2582","Female",28,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"2583","Male",29,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"2584","Female",61,"Bachelors",9,"Below average","More of less satisfied","Not too happy"
"2585","Male",31,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2586","Female",28,"Less than high school",2,"Below average","Pretty satisfied","Not too happy"
"2587","Female",67,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2588","Male",56,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2589","Male",74,"Bachelors",11,"Average","More of less satisfied","Pretty happy"
"2590","Female",63,"Hight school",2,"Above average","More of less satisfied","Pretty happy"
"2591","Male",77,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2592","Male",64,"Hight school",11,"Average","More of less satisfied","Not too happy"
"2593","Male",69,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2594","Female",58,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2595","Male",62,"Hight school",10,"Far below average","More of less satisfied","Pretty happy"
"2596","Female",37,"associate/junior college",6,"Below average","Not satisfied","Not too happy"
"2597","Female",64,"Bachelors",9,"Below average","Not satisfied","Not too happy"
"2598","Male",39,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2599","Male",70,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2600","Female",86,"Hight school",8,"Above average","Pretty satisfied","Not too happy"
"2601","Female",78,"Hight school",9,"Below average","More of less satisfied","Pretty happy"
"2602","Female",48,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2603","Male",72,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2604","Female",70,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2605","Female",51,"Bachelors",12,"Below average","Not satisfied","Not too happy"
"2606","Male",49,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2607","Female",22,"Hight school",9,"Above average","More of less satisfied","Pretty happy"
"2608","Female",37,"Hight school",10,"Below average","Pretty satisfied","Pretty happy"
"2609","Female",66,"Hight school",10,"Average","Pretty satisfied","Not too happy"
"2610","Female",39,"Hight school",12,"Below average","More of less satisfied","Very happy"
"2611","Female",69,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2612","Male",55,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2613","Female",28,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2614","Male",74,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2615","Male",63,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2616","Female",84,"Graduate",12,"Far below average","Pretty satisfied","Very happy"
"2617","Male",52,"Bachelors",12,"Above average","Not satisfied","Pretty happy"
"2618","Male",31,"Hight school",11,"Below average","Not satisfied","Not too happy"
"2619","Male",39,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2620","Male",65,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2621","Male",22,"Hight school",11,"Far below average","More of less satisfied","Not too happy"
"2622","Male",52,"Bachelors",1,"Above average","More of less satisfied","Very happy"
"2623","Female",31,"Graduate",1,"Average","Not satisfied","Pretty happy"
"2624","Female",75,"Less than high school",2,"Below average","More of less satisfied","Pretty happy"
"2625","Male",55,"Hight school",12,"Above average","Pretty satisfied","Not too happy"
"2626","Female",27,"Graduate",12,"Above average","More of less satisfied","Very happy"
"2627","Female",29,"Graduate",12,"Average","More of less satisfied","Not too happy"
"2628","Female",81,"Less than high school",2,"Average","Not satisfied","Pretty happy"
"2629","Female",70,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2630","Male",44,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2631","Female",32,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"2632","Male",52,"Hight school",1,"Far below average","Not satisfied","Pretty happy"
"2633","Male",53,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2634","Male",19,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2635","Female",33,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2636","Male",55,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"2637","Female",43,"Less than high school",1,"Below average","Not satisfied","Not too happy"
"2638","Male",69,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2639","Female",24,"Hight school",12,"Average","Pretty satisfied","Very happy"
"2640","Male",84,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2641","Male",58,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2642","Male",73,"Hight school",1,"Average","Pretty satisfied","Very happy"
"2643","Female",68,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2644","Female",75,"Hight school",12,"Average","More of less satisfied","Very happy"
"2645","Female",73,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2646","Female",68,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2647","Female",62,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2648","Male",37,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"2649","Male",62,"Hight school",11,"Average","More of less satisfied","Pretty happy"
"2650","Female",55,"Hight school",12,"Average","More of less satisfied","Very happy"
"2651","Male",52,"associate/junior college",12,"Average","More of less satisfied","Not too happy"
"2652","Male",27,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"2653","Male",57,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2654","Male",45,"Bachelors",12,"Above average","Not satisfied","Very happy"
"2655","Female",55,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2656","Male",71,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2657","Male",45,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2658","Female",25,"Bachelors",8,"Far above average","Not satisfied","Pretty happy"
"2659","Female",61,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"2660","Male",48,"Hight school",12,"Average","Not satisfied","Pretty happy"
"2661","Male",74,"Bachelors",12,"Average","Pretty satisfied","Not too happy"
"2662","Female",25,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2663","Male",53,"Hight school",12,"Far below average","Not satisfied","Very happy"
"2664","Female",69,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"2665","Female",78,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2666","Male",36,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"2667","Female",37,"Less than high school",3,"Average","More of less satisfied","Very happy"
"2668","Female",38,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2669","Male",49,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2670","Female",62,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2671","Male",74,"associate/junior college",12,"Above average","Pretty satisfied","Very happy"
"2672","Female",29,"Bachelors",10,"Below average","More of less satisfied","Very happy"
"2673","Female",35,"Hight school",2,"Average","More of less satisfied","Very happy"
"2674","Female",29,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2675","Female",69,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"2676","Female",74,"Hight school",12,"Average","More of less satisfied","Very happy"
"2677","Male",74,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2678","Female",21,"Hight school",2,"Average","More of less satisfied","Very happy"
"2679","Male",57,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2680","Male",33,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2681","Male",67,"Less than high school",12,"Average","Pretty satisfied","Pretty happy"
"2682","Male",53,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"2683","Female",57,"Graduate",12,"Above average","More of less satisfied","Very happy"
"2684","Female",69,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2685","Female",67,"Hight school",12,"Above average","Pretty satisfied","Very happy"
"2686","Male",22,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2687","Female",50,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2688","Male",57,"Graduate",12,"Average","More of less satisfied","Not too happy"
"2689","Male",44,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2690","Female",44,"Bachelors",12,"Above average","Not satisfied","Not too happy"
"2691","Male",37,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2692","Female",54,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2693","Female",56,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"2694","Male",34,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"2695","Female",49,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2696","Male",53,"Graduate",12,"Above average","Not satisfied","Pretty happy"
"2697","Female",47,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"2698","Female",65,"Hight school",2,"Average","More of less satisfied","Pretty happy"
"2699","Female",31,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2700","Female",53,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2701","Female",47,"associate/junior college",12,"Average","Pretty satisfied","Very happy"
"2702","Female",28,"Bachelors",10,"Far below average","Not satisfied","Not too happy"
"2703","Male",36,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2704","Female",54,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2705","Female",61,"Hight school",1,"Below average","More of less satisfied","Not too happy"
"2706","Female",23,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"2707","Male",34,"Bachelors",12,"Far above average","Pretty satisfied","Not too happy"
"2708","Female",41,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"2709","Male",45,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2710","Female",20,"Hight school",10,"Average","More of less satisfied","Pretty happy"
"2711","Female",43,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2712","Male",62,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"2713","Female",43,"Hight school",11,"Average","More of less satisfied","Not too happy"
"2714","Female",71,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2715","Male",37,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2716","Male",46,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"2717","Male",66,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2718","Male",70,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2719","Male",27,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2720","Male",43,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2721","Male",30,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2722","Female",38,"Less than high school",12,"Average","More of less satisfied","Pretty happy"
"2723","Male",69,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2724","Female",24,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2725","Male",82,"Graduate",12,"Average","More of less satisfied","Very happy"
"2726","Male",80,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2727","Female",64,"associate/junior college",12,"Average","Pretty satisfied","Very happy"
"2728","Male",61,"Graduate",12,"Above average","Not satisfied","Not too happy"
"2729","Female",57,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2730","Female",33,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2731","Female",34,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"2732","Male",39,"associate/junior college",12,"Average","Not satisfied","Not too happy"
"2733","Female",72,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2734","Male",25,"associate/junior college",11,"Below average","Not satisfied","Pretty happy"
"2735","Female",68,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2736","Female",45,"Bachelors",12,"Below average","Not satisfied","Very happy"
"2737","Male",37,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2738","Female",39,"Hight school",12,"Average","Pretty satisfied","Very happy"
"2739","Male",50,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2740","Female",30,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"2741","Male",71,"associate/junior college",12,"Above average","More of less satisfied","Not too happy"
"2742","Male",66,"Graduate",10,"Average","Pretty satisfied","Pretty happy"
"2743","Female",81,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"2744","Male",36,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2745","Female",35,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2746","Female",46,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"2747","Male",67,"Hight school",10,"Average","Pretty satisfied","Pretty happy"
"2748","Male",75,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2749","Male",29,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"2750","Male",50,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2751","Female",52,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2752","Male",66,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"2753","Female",30,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2754","Male",71,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2755","Male",77,"Graduate",12,"Average","More of less satisfied","Pretty happy"
